Mean_Predicted_Probability,Observed_Pay_Frequency
0.0008157576728605495,0.0282021151586369
0.005977034353631117,0.04018912529550828
0.018702258529207105,0.02014218009478673
0.056142087258168376,0.03664302600472813
0.1430037781790615,0.05176470588235294
0.3102648569440822,0.24142011834319527
0.5561933799772152,0.6356132075471698
0.8694320818460377,0.8992890995260664
0.9876686520873091,0.9882075471698113
0.9998193581254053,1.0
