Scenario,Accuracy,Balanced_Accuracy,Precision,Sensitivity,Specificity,F1,MCC,ROC_AUC,PR_AUC,Brier
Controlled 5% missingness in selected predictor columns,0.906235238545111,0.8949474870610137,0.9134677944046844,0.841726618705036,0.9481683554169914,0.8761310452418096,0.8026353676283737,0.9519339614045319,0.9459198617987418,0.0757965961174201
