Accuracy,Balanced_Accuracy,Precision,Sensitivity,Specificity,F1,MCC,ROC_AUC,PR_AUC,Brier,TN,FP,FN,TP,Macro_Balanced_Accuracy
0.906235238545111,0.8949474870610137,0.9134677944046844,0.841726618705036,0.9481683554169914,0.8761310452418096,0.8026353676283737,0.9519339614045319,0.9459198617987418,0.0757965961174201,4866,266,528,2808,0.8277961211717724
