Feature,Accuracy,Balanced_Accuracy,Precision,Sensitivity,Specificity,F1,MCC,ROC_AUC,PR_AUC,Brier,TN,FP,FN,TP,Macro_Balanced_Accuracy
K,0.9965753424657534,0.9961779991439428,0.9969942891493838,0.9943045563549161,0.9980514419329696,0.9956476061834009,0.9928271423596778,0.9982522263560937,0.9960599497954428,0.0031304227868264155,5122,10,19,3317,0.9900976165320428
